companyInternationalName,companyIdentifier,primaryIndustryType,primaryIndustryCode,entityLegalForm,largeFirm,primaryCountry,primaryStateProvince,recommendedModel,financialStatementDate,currency,units,statementType,regulatoryFilingType,auditQuality,reportingPeriod,cashAndMarketableSecurities,totalAccountsReceivable,totalInventory,totalCurrentAssets,totalAccumulatedDepreciation,totalFixedAssets,totalIntangibleAssets,totalAssets,notesPayable,debtCurrentMaturities,shortTermDebt,totalAccountsPayable,totalCurrentLiabilities,totalLongTermDebt,totalNonCurrentLiabilities,totalProvisions,totalLiabilities,retainedEarnings,netWorth,netSales,totalCostOfGoodsSold,grossIncome,totalWageExpense,totalAmortizationAndDepreciation,totalOperatingExpense,totalOperatingProfit,financeCosts,profitBeforeTaxesAndExtraordinaryExpenses,currentIncomeTaxExpense,totalExtraordinaryItems,netIncome,ebitda
HANOVER NISSAN  37678,T001T37678,NAICS,4411,,,USA,PA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,187.316,,2062.148,,,,,3194.26,,,,,2787.422,,,,,-1698.398,,17266.719,,,,11.648,,-542.552,95.853,,,,0.0,
HANOVER NISSAN  37678,T001T37678,NAICS,4411,,,USA,PA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,14065.54,,,,,,-750.563,,,,,,
EMPIRE SUBARU HUNTINGTON  31485,T001T31485,NAICS,4411,,,USA,NY,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,3086.368,,3900.767,,,,,14686.919,,,,,5948.48,,,,,162.57,,44377.392,,,,31.449,,-1576.175,249.671,,,,86.231,
EMPIRE SUBARU HUNTINGTON  31485,T001T31485,NAICS,4411,,,USA,NY,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,54863.065,,,,,,-1410.524,,,,,,
AUTOGERMANA BMW  59858,T001T59858,NAICS,4411,,,USA,,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,13773.092,,33565.73,,,,,143765.625,,,,,73568.642,,,,,58943.332,,375180.592,,,,830.654,,10167.946,2405.617,,,,13472.556,
AUTOGERMANA BMW  59858,T001T59858,NAICS,4411,,,USA,,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,323386.853,,,,,,8793.101,,,,,,
TOYOTA OF MUSKEGON  21104  MY AUTO AUDI  21785  VW  21787  NISSAN  21790,T001T21104,NAICS,4411,,,USA,MI,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,824.175,,11427.701,,,,,19005.283,,,,,11796.386,,,,,9248.195,,139240.812,,,,227.831,,-398.012,593.116,,,,1973.27,
TOYOTA OF MUSKEGON  21104  MY AUTO AUDI  21785  VW  21787  NISSAN  21790,T001T21104,NAICS,4411,,,USA,MI,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,133107.826,,,,,,1571.583,,,,,,
KALISPELL TOYOTA  25064,T001T25064,NAICS,4411,,,USA,MT,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,2237.597,,7570.788,,,,,26112.88,,,,,8032.375,,,,,10158.161,,117955.945,,,,550.669,,4074.293,137.73,,,,5893.928,
KALISPELL TOYOTA  25064,T001T25064,NAICS,4411,,,USA,MT,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,107396.732,,,,,,4301.905,,,,,,
YOUNGER TOYOTA  19028,T001T19028,NAICS,4411,,,USA,MD,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,3868.854,,11420.883,,,,,21853.904,,,,,7189.201,,,,,10860.977,,95093.414,,,,714.265,,77.953,456.592,,,,3617.412,
YOUNGER TOYOTA  19028,T001T19028,NAICS,4411,,,USA,MD,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,98854.732,,,,,,1108.761,,,,,,
ANTIOCH NISSAN  54100,T001T54100,NAICS,4411,,,USA,CA,UDS 4.0,2024-11-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1690.199,,5199.046,,,,,7611.716,,,,,5030.134,,,,,4429.889,,27337.634,,,,9.657,,-1702.571,126.243,,,,0.0,
ANTIOCH NISSAN  54100,T001T54100,NAICS,4411,,,USA,CA,UDS 4.0,2023-11-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,31559.921,,,,,,-405.593,,,,,,
BENNETT JAGUAR LAND ROVER  37757,T001T37757,NAICS,4411,,,USA,PA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,198.017,,10464.881,,,,,25232.004,,,,,10016.494,,,,,11327.488,,43005.084,,,,24.659,,-3344.895,607.936,,,,0.0,
BENNETT JAGUAR LAND ROVER  37757,T001T37757,NAICS,4411,,,USA,PA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,35648.032,,,,,,-1919.121,,,,,,
SANSONE KIA  29917,T001T29917,NAICS,4411,,,USA,NJ,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,6950.607,,6865.417,,,,,15962.098,,,,,6337.553,,,,,9568.86,,48826.259,,,,84.865,,-900.69,385.511,,,,1707.349,
SANSONE KIA  29917,T001T29917,NAICS,4411,,,USA,NJ,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,53549.936,,,,,,214.523,,,,,,
SHARP CHEVROLET TOYOTA  40017,T001T40017,NAICS,4411,,,USA,SD,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,351.097,,11267.247,,,,,18561.383,,,,,10002.434,,,,,6504.121,,93501.103,,,,227.593,,1732.608,173.807,,,,2272.156,
SHARP CHEVROLET TOYOTA  40017,T001T40017,NAICS,4411,,,USA,SD,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,96968.284,,,,,,2862.705,,,,,,
MCGEE CDJR OF BRATTLEBORO  44802,T001T44802,NAICS,4411,,,USA,VT,UDS 4.0,2024-08-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,271.687,,6170.123,,,,,9696.606,,,,,6320.391,,,,,-1606.894,,19566.756,,,,15.081,,-750.143,422.252,,,,0.0,
MCGEE CDJR OF BRATTLEBORO  44802,T001T44802,NAICS,4411,,,USA,VT,UDS 4.0,2023-08-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,29944.647,,,,,,-450.213,,,,,,
RED RIVER TOYOTA  03075,T001T03075,NAICS,4411,,,USA,AR,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1010.759,,7772.45,,,,,10704.638,,,,,4637.994,,,,,9363.12,,54737.377,,,,24.067,,-247.905,114.355,,,,660.91,
RED RIVER TOYOTA  03075,T001T03075,NAICS,4411,,,USA,AR,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,54511.229,,,,,,404.368,,,,,,
LEXUS OF MERRILLVILLE,T001T61306,NAICS,4411,,,USA,IN,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,3258.001,,3478.258,,,,,12718.343,,,,,3657.425,,,,,16306.807,,48381.313,,,,471.236,,780.928,386.836,,,,2539.562,
LEXUS OF MERRILLVILLE,T001T61306,NAICS,4411,,,USA,IN,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,48527.507,,,,,,798.614,,,,,,
CLASSIC TOYOTA  12137,T001T12137,NAICS,4411,,,USA,IL,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,468.583,,2302.239,,,,,21707.764,,,,,3658.256,,,,,3600.183,,47691.473,,,,110.097,,-536.684,100.8,,,,956.409,
CLASSIC TOYOTA  12137,T001T12137,NAICS,4411,,,USA,IL,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,52766.309,,,,,,194.746,,,,,,
AUTONATION  00255  10K 10Q,T001T00255,NAICS,4411,,,USA,WI,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,70500.0,,3231600.0,,,,,13325600.0,,,,,5881400.0,,,,,5327000.0,,26970100.0,,,,244200.0,,877100.0,393400.0,,,,677600.0,
AUTONATION  00255  10K 10Q,T001T00255,NAICS,4411,,,USA,WI,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,27035900.0,,,,,,1201500.0,,,,,,
LEXUS OF WOODLAND HILLS  60458,T001T60458,NAICS,4411,,,USA,CA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,5335.667,,2935.88,,,,,37116.942,,,,,12594.505,,,,,9734.519,,158278.656,,,,1870.857,,-3849.451,1359.392,,,,4217.804,
LEXUS OF WOODLAND HILLS  60458,T001T60458,NAICS,4411,,,USA,CA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,146440.917,,,,,,-4701.411,,,,,,
TOYOTA SOUTH  16049,T001T16049,NAICS,4411,,,USA,KY,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,11765.747,,4769.046,,,,,30457.32,,,,,7828.253,,,,,24843.982,,101934.433,,,,526.863,,3327.017,341.334,,,,6930.975,
TOYOTA SOUTH  16049,T001T16049,NAICS,4411,,,USA,KY,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,97299.736,,,,,,3834.081,,,,,,
LEXUS OF COLORADO SPRINGS  60505,T001T60505,NAICS,4411,,,USA,CO,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,318.526,,6068.563,,,,,37941.373,,,,,12353.835,,,,,2590.47,,80317.226,,,,780.524,,-1666.957,477.613,,,,898.433,
LEXUS OF COLORADO SPRINGS  60505,T001T60505,NAICS,4411,,,USA,CO,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,70093.264,,,,,,-198.89,,,,,,
SPARTAN TOYOTA,T001T21067,NAICS,4411,,,USA,MI,UDS 4.0,2022-10-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,6667.431,,1036.322,,,,,11385.138,,,,,1859.191,,,,,9482.11,,103102.4964,,,,939.1152,,2381.4864,847.7568,,,,4812.0048,
SPARTAN TOYOTA,T001T21067,NAICS,4411,,,USA,MI,UDS 4.0,2021-10-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,102118.275,,,,,,2231.548,,,,,,
ZEIGLER AUTOMOTIVE GROUP   00627  10K 10Q,T001T00627,NAICS,4411,,,USA,TX,UDS 4.0,2024-12-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,37358.471,,338569.129,,,,,746967.696,,,,,366075.882,,,,,264042.678,,2170796.824,,,,9665.414,,42070.596,7189.39,,,,49037.136,
ZEIGLER AUTOMOTIVE GROUP   00627  10K 10Q,T001T00627,NAICS,4411,,,USA,TX,UDS 4.0,2023-12-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,2087910.464,,,,,,58269.241,,,,,,
STOLER LEXUS  63112  LEXUS OF FREEPORT  63138,T001T63112,NAICS,4411,,,USA,NY,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,19765.445,,21522.062,,,,,141030.117,,,,,31525.833,,,,,30295.97,,379239.988,,,,3350.171,,1296.256,2169.296,,,,19541.036,
STOLER LEXUS  63112  LEXUS OF FREEPORT  63138,T001T63112,NAICS,4411,,,USA,NY,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,334574.227,,,,,,1904.059,,,,,,
THOMPSON TOYOTA,T001T19050,NAICS,4411,,,USA,MD,UDS 4.0,2022-07-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,27060.132,,0.0,,,,,28260.204,,,,,766.743,,,,,3897.919,,104810.370857143,,,,548.689714286,,-171.672,279.337714286,,,,2007.404571429,
THOMPSON TOYOTA,T001T19050,NAICS,4411,,,USA,MD,UDS 4.0,2021-07-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,99104.527,,,,,,-729.446,,,,,,
TANSKY SAWMILL TOYOTA  34025,T001T34025,NAICS,4411,,,USA,OH,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,4260.014,,5854.008,,,,,24598.577,,,,,4473.054,,,,,17986.595,,109433.068,,,,437.963,,66.517,34.017,,,,2310.083,
TANSKY SAWMILL TOYOTA  34025,T001T34025,NAICS,4411,,,USA,OH,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,107512.485,,,,,,209.71,,,,,,
CITY WORLD HYUNDAI  31484,T001T31484,NAICS,4411,,,USA,NY,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,3501.074,,11713.137,,,,,16982.119,,,,,13351.185,,,,,2380.195,,60704.371,,,,26.597,,-1743.831,0.441,,,,795.603,
CITY WORLD HYUNDAI  31484,T001T31484,NAICS,4411,,,USA,NY,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,52097.176,,,,,,-856.457,,,,,,
ZANESVILLE HONDA  34706,T001T34706,NAICS,4411,,,USA,OH,UDS 4.0,2024-10-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,-43.45,,7023.888,,,,,11342.906,,,,,6103.138,,,,,0.0,,56629.634,,,,125.327,,10.428,111.676,,,,2214.607,
ZANESVILLE HONDA  34706,T001T34706,NAICS,4411,,,USA,OH,UDS 4.0,2023-10-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,50080.1988,,,,,,1616.3016,,,,,,
LOYALTY TOYOTA  45082,T001T45082,NAICS,4411,,,USA,VA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,2569.132,,4747.358,,,,,60065.746,,,,,5628.855,,,,,27080.138,,116063.011,,,,992.841,,2684.42,68.482,,,,5596.888,
LOYALTY TOYOTA  45082,T001T45082,NAICS,4411,,,USA,VA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,109800.49,,,,,,2769.582,,,,,,
BRILLIANCE HONDA  12742,T001T12742,NAICS,4411,,,USA,IL,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,8254.609,,8747.832,,,,,23401.165,,,,,11250.242,,,,,12865.998,,92173.815,,,,439.845,,1653.641,339.159,,,,2763.642,
BRILLIANCE HONDA  12742,T001T12742,NAICS,4411,,,USA,IL,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,86428.78,,,,,,3363.983,,,,,,
EMPIRE CHEVROLET OF HICKSVILLE  31445,T001T31445,NAICS,4411,,,USA,NY,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1642.909,,10830.722,,,,,24650.95,,,,,13129.545,,,,,-50.788,,73200.544,,,,22.975,,-2740.161,409.973,,,,0.0,
EMPIRE CHEVROLET OF HICKSVILLE  31445,T001T31445,NAICS,4411,,,USA,NY,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,79706.481,,,,,,-1347.516,,,,,,
TOYOTA OF VINELAND,T001T29086,NAICS,4411,,,USA,NJ,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1247.303,,4110.042,,,,,6954.156,,,,,3246.767,,,,,4709.111,,44845.591,,,,124.051,,343.06,152.229,,,,1193.49,
TOYOTA OF VINELAND,T001T29086,NAICS,4411,,,USA,NJ,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,42011.471,,,,,,737.844,,,,,,
CHATHAM PARKWAY SUBARU  10931,T001T10931,NAICS,4411,,,USA,GA,UDS 4.0,2023-12-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,667.719,,4509.425,,,,,8637.048,,,,,6068.24,,,,,1403.756,,50008.713,,,,54.017,,-224.623,35.521,,,,593.083,
CHATHAM PARKWAY SUBARU  10931,T001T10931,NAICS,4411,,,USA,GA,UDS 4.0,2022-12-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,38361.931,,,,,,192.271,,,,,,
FUCCILLO TOYOTA  31168,T001T31168,NAICS,4411,,,USA,NY,UDS 4.0,2022-09-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,333.731,,2654.958,,,,,6380.641,,,,,1768.696,,,,,761.867,,28651.54,,,,113.679,,347.382,71.68,,,,677.763,
FUCCILLO TOYOTA  31168,T001T31168,NAICS,4411,,,USA,NY,UDS 4.0,2021-09-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,29242.092,,,,,,-8.991,,,,,,
NASHVILLE TOYOTA NORTH  41041,T001T41041,NAICS,4411,,,USA,TN,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,3893.543,,3239.207,,,,,9409.691,,,,,2638.305,,,,,6028.246,,76809.533,,,,96.198,,-986.885,94.323,,,,2039.143,
NASHVILLE TOYOTA NORTH  41041,T001T41041,NAICS,4411,,,USA,TN,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,100926.798,,,,,,600.844,,,,,,
BENNETT TOYOTA  37067,T001T37067,NAICS,4411,,,USA,PA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1590.301,,5751.735,,,,,20121.655,,,,,7780.746,,,,,14813.251,,98878.103,,,,254.395,,739.02,90.329,,,,2936.599,
BENNETT TOYOTA  37067,T001T37067,NAICS,4411,,,USA,PA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,99925.062,,,,,,2509.967,,,,,,
HANLEES FAIRFIELD NISSAN  54510,T001T54510,NAICS,4411,,,USA,CA,UDS 4.0,2022-12-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1669.065,,1882.23,,,,,6171.094,,,,,2682.792,,,,,-693.111,,12025.22,,,,150.01,,392.316,91.983,,,,733.825,
HANLEES FAIRFIELD NISSAN  54510,T001T54510,NAICS,4411,,,USA,CA,UDS 4.0,2021-12-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,8467.04,,,,,,-639.975,,,,,,
YOUNG HONDA OF LOGAN  43999,T001T43999,NAICS,4411,,,USA,UT,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,116.768,,3120.02,,,,,14266.641,,,,,4254.667,,,,,0.0,,33576.985,,,,81.707,,466.114,20.608,,,,748.676,
YOUNG HONDA OF LOGAN  43999,T001T43999,NAICS,4411,,,USA,UT,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,29960.484,,,,,,227.497,,,,,,
CDJR CITY  06594,T001T06594,NAICS,4411,,,USA,CT,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,308.57,,9327.472,,,,,26214.832,,,,,10914.475,,,,,-2918.06,,36301.271,,,,15.302,,-4123.313,1404.625,,,,0.0,
CDJR CITY  06594,T001T06594,NAICS,4411,,,USA,CT,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,41521.512,,,,,,-2686.868,,,,,,
SEEGER TOYOTA  24022,T001T24022,NAICS,4411,,,USA,MO,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,330.819,,5264.99,,,,,10561.064,,,,,4104.145,,,,,6151.945,,74916.126,,,,394.13,,686.792,160.098,,,,1022.335,
SEEGER TOYOTA  24022,T001T24022,NAICS,4411,,,USA,MO,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,72759.937,,,,,,624.115,,,,,,
VICTORY TOYOTA OF MIDTOWN  12166,T001T12166,NAICS,4411,,,USA,IL,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,4349.486,,5608.692,,,,,21048.41,,,,,10257.661,,,,,8024.107,,90165.317,,,,42.054,,276.022,36.175,,,,1456.619,
VICTORY TOYOTA OF MIDTOWN  12166,T001T12166,NAICS,4411,,,USA,IL,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,79682.283,,,,,,1057.996,,,,,,
TOYOTA OF WHITTIER  04197,T001T04197,NAICS,4411,,,USA,CA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,908.44,,5761.631,,,,,41246.572,,,,,8980.781,,,,,1915.287,,142486.372,,,,919.906,,4577.102,190.68,,,,7008.515,
TOYOTA OF WHITTIER  04197,T001T04197,NAICS,4411,,,USA,CA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,155700.478,,,,,,7698.899,,,,,,
PALMIERO TOYOTA  37109,T001T37109,NAICS,4411,,,USA,PA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,524.677,,3825.594,,,,,11183.161,,,,,2944.136,,,,,970.919,,51765.154,,,,373.574,,238.388,28.555,,,,1171.97,
PALMIERO TOYOTA  37109,T001T37109,NAICS,4411,,,USA,PA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,53838.107,,,,,,865.347,,,,,,
PARKWAY TOYOTA  29008,T001T29008,NAICS,4411,,,USA,NJ,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,3596.462,,5497.822,,,,,15423.605,,,,,5063.317,,,,,10764.244,,71245.255,,,,405.838,,1466.558,158.854,,,,3236.009,
PARKWAY TOYOTA  29008,T001T29008,NAICS,4411,,,USA,NJ,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,62793.501,,,,,,1449.285,,,,,,
FOLSOM LAKE CHRYSLER DODGE JEEP RAM  54819,T001T54819,NAICS,4411,,,USA,CA,UDS 4.0,2024-02-29,USD,Thousands,Consolidated,US GAAP,Audited,Annual,-2988.237,,21367.254,,,,,35174.397,,,,,20292.325,,,,,7490.377,,83210.05,,,,196.108,,566.664,442.723,,,,542.295,
FOLSOM LAKE CHRYSLER DODGE JEEP RAM  54819,T001T54819,NAICS,4411,,,USA,CA,UDS 4.0,2023-02-28,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,75845.469,,,,,,2359.383,,,,,,
EAST COAST TOYOTA  29103,T001T29103,NAICS,4411,,,USA,NJ,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,6418.707,,8999.248,,,,,58040.585,,,,,9343.573,,,,,31503.075,,118217.088,,,,538.116,,-824.355,434.468,,,,3677.813,
EAST COAST TOYOTA  29103,T001T29103,NAICS,4411,,,USA,NJ,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,140399.345,,,,,,2754.843,,,,,,
SANTA CRUZ TOYOTA  04221,T001T04221,NAICS,4411,,,USA,CA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,5877.699,,5768.46,,,,,27868.282,,,,,9657.395,,,,,4670.181,,127459.701,,,,748.687,,3212.106,327.97,,,,5820.515,
SANTA CRUZ TOYOTA  04221,T001T04221,NAICS,4411,,,USA,CA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,138520.347,,,,,,4982.241,,,,,,
VOLVO CARS BELLEVUE  46688,T001T46688,NAICS,4411,,,USA,WA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,50.849,,18379.296,,,,,24399.218,,,,,16057.605,,,,,5645.335,,78671.602,,,,71.053,,-3012.005,627.406,,,,745.101,
VOLVO CARS BELLEVUE  46688,T001T46688,NAICS,4411,,,USA,WA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,63606.514,,,,,,-2092.494,,,,,,
JIM HUDSON ACURA  10778,T001T10778,NAICS,4411,,,USA,GA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1240.845,,4327.697,,,,,9457.825,,,,,3624.766,,,,,2025.999,,41100.338,,,,251.471,,-380.362,21.487,,,,934.993,
JIM HUDSON ACURA  10778,T001T10778,NAICS,4411,,,USA,GA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,37711.592,,,,,,-618.464,,,,,,
SUNRISE TOYOTA NORTH  31190,T001T31190,NAICS,4411,,,USA,NY,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,3352.546,,3646.287,,,,,13803.935,,,,,4649.944,,,,,10071.183,,54990.58,,,,227.928,,1432.551,227.928,,,,2407.468,
SUNRISE TOYOTA NORTH  31190,T001T31190,NAICS,4411,,,USA,NY,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,47454.789,,,,,,1229.434,,,,,,
DAN HECHT CHEVY TOYOTA,T001T12126,NAICS,4411,,,USA,IL,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,99.689,,5992.359,,,,,14152.889,,,,,4879.0,,,,,800.643,,39646.222,,,,90.91,,378.306,277.037,,,,1157.295,
DAN HECHT CHEVY TOYOTA,T001T12126,NAICS,4411,,,USA,IL,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,43136.749,,,,,,900.462,,,,,,
CAPISTRANO VALLEY TOYOTA  04279,T001T04279,NAICS,4411,,,USA,CA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1239.979,,6587.129,,,,,32197.962,,,,,15079.86,,,,,-0.013,,143139.125,,,,783.873,,1453.257,344.416,,,,3726.283,
