companyInternationalName,companyIdentifier,primaryIndustryType,primaryIndustryCode,entityLegalForm,largeFirm,primaryCountry,primaryStateProvince,recommendedModel,financialStatementDate,currency,units,statementType,regulatoryFilingType,auditQuality,reportingPeriod,cashAndMarketableSecurities,totalAccountsReceivable,totalInventory,totalCurrentAssets,totalAccumulatedDepreciation,totalFixedAssets,totalIntangibleAssets,totalAssets,notesPayable,debtCurrentMaturities,shortTermDebt,totalAccountsPayable,totalCurrentLiabilities,totalLongTermDebt,totalNonCurrentLiabilities,totalProvisions,totalLiabilities,retainedEarnings,netWorth,netSales,totalCostOfGoodsSold,grossIncome,totalWageExpense,totalAmortizationAndDepreciation,totalOperatingExpense,totalOperatingProfit,financeCosts,profitBeforeTaxesAndExtraordinaryExpenses,currentIncomeTaxExpense,totalExtraordinaryItems,netIncome,ebitda
SUMMIT TOYOTA OF AKRON  34124,T001T34124,NAICS,4411,,,USA,OH,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,53879.415,,,,,,-614.613,,,,,,
TOYOTA OF HELENA  25068,T001T25068,NAICS,4411,,,USA,MT,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,4641.576,,4345.463,,,,,19949.1,,,,,3580.421,,,,,4731.214,,58474.729,,,,288.061,,1661.689,266.259,,,,1842.566,
TOYOTA OF HELENA  25068,T001T25068,NAICS,4411,,,USA,MT,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,61459.48,,,,,,2701.383,,,,,,
HADDAD HYUNDAI  20896,T001T20896,NAICS,4411,,,USA,MA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,44.03,,4843.972,,,,,7405.224,,,,,5582.204,,,,,-497.54,,19023.072,,,,78.147,,-1456.501,48.654,,,,0.0,
HADDAD HYUNDAI  20896,T001T20896,NAICS,4411,,,USA,MA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,26990.04,,,,,,-591.566,,,,,,
FIVE STAR TOYOTA  46081  CHEVROLET  46703,T001T46081,NAICS,4411,,,USA,WA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,860.563,,6463.037,,,,,9509.09,,,,,6440.041,,,,,14773.963,,51042.693,,,,233.071,,785.12,22.701,,,,1133.42,
FIVE STAR TOYOTA  46081  CHEVROLET  46703,T001T46081,NAICS,4411,,,USA,WA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,51491.79,,,,,,1499.567,,,,,,
LEXUS OF WAYZATA  62202  LEXUS OF MAPLEWOOD  62231,T001T62202,NAICS,4411,,,USA,MN,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,14986.271,,13629.773,,,,,137419.111,,,,,19112.979,,,,,7345.023,,343753.901,,,,4571.977,,9053.729,210.403,,,,22591.171,
LEXUS OF WAYZATA  62202  LEXUS OF MAPLEWOOD  62231,T001T62202,NAICS,4411,,,USA,MN,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,318409.427,,,,,,9306.666,,,,,,
CALESA MOTORS  59263,T001T59263,NAICS,4411,,,USA,,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,4227.285,,10320.772,,,,,45895.651,,,,,17192.713,,,,,27962.301,,115671.168,,,,80.039,,7906.871,954.197,,,,7866.392,
CALESA MOTORS  59263,T001T59263,NAICS,4411,,,USA,,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,115842.328,,,,,,8066.645,,,,,,
SIERRA CDJR OF MONROVIA  54802,T001T54802,NAICS,4411,,,USA,CA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,641.993,,9781.873,,,,,21427.593,,,,,12285.146,,,,,3724.799,,45425.358,,,,227.501,,-4333.638,289.201,,,,0.0,
SIERRA CDJR OF MONROVIA  54802,T001T54802,NAICS,4411,,,USA,CA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,66139.61,,,,,,-2611.649,,,,,,
PHIL LONG TOYOTA  05069,T001T05069,NAICS,4411,,,USA,CO,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1352.412,,1923.028,,,,,5811.824,,,,,3790.686,,,,,0.001,,36182.788,,,,6.05,,-551.527,127.44,,,,196.581,
PHIL LONG TOYOTA  05069,T001T05069,NAICS,4411,,,USA,CO,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,37591.468,,,,,,-400.093,,,,,,
SUBARU OF ANN ARBOR  21616,T001T21616,NAICS,4411,,,USA,MI,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,5425.252,,5603.912,,,,,42184.937,,,,,8159.01,,,,,-1246.824,,112689.224,,,,187.834,,6009.338,97.585,,,,8470.246,
SUBARU OF ANN ARBOR  21616,T001T21616,NAICS,4411,,,USA,MI,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,102292.324,,,,,,3062.244,,,,,,
JOHNSTONS SUBARU  31824,T001T31824,NAICS,4411,,,USA,NY,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1754.734,,6157.328,,,,,16329.732,,,,,7537.503,,,,,6169.918,,57384.171,,,,248.458,,648.247,200.966,,,,872.799,
JOHNSTONS SUBARU  31824,T001T31824,NAICS,4411,,,USA,NY,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,56190.176,,,,,,-169.673,,,,,,
JANZEN TOYOTA,T001T35052,NAICS,4411,,,USA,OK,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,3534.425,,2071.796,,,,,7423.621,,,,,2638.364,,,,,2986.31,,41230.041,,,,393.059,,1414.756,101.131,,,,2467.766,
JANZEN TOYOTA,T001T35052,NAICS,4411,,,USA,OK,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,40774.786,,,,,,1456.358,,,,,,
KOONS LEXUS OF WILMINGTON,T001T60702,NAICS,4411,,,USA,DE,UDS 4.0,2023-11-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,2957.471,,10326.952,,,,,18456.199,,,,,11770.72,,,,,-21631.88,,136460.815636364,,,,1391.918181818,,3070.716,1047.057818182,,,,7541.655272727,
KOONS LEXUS OF WILMINGTON,T001T60702,NAICS,4411,,,USA,DE,UDS 4.0,2022-11-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,122424.342,,,,,,4849.491,,,,,,
HANDY TOYOTA  44013,T001T44013,NAICS,4411,,,USA,VT,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,3450.127,,10419.357,,,,,19828.348,,,,,9128.796,,,,,10663.67,,97248.078,,,,332.982,,1103.699,0.538,,,,2894.927,
HANDY TOYOTA  44013,T001T44013,NAICS,4411,,,USA,VT,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,96712.63,,,,,,1863.264,,,,,,
AUDI LYNBROOK  31904,T001T31904,NAICS,4411,,,USA,NY,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,3179.187,,14145.999,,,,,43305.239,,,,,15756.858,,,,,0.0,,92162.173,,,,309.826,,-1694.479,275.596,,,,3548.474,
AUDI LYNBROOK  31904,T001T31904,NAICS,4411,,,USA,NY,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,107806.461,,,,,,-339.547,,,,,,
KOCH ROUTE 2 TOYOTA  20150,T001T20150,NAICS,4411,,,USA,MA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,2458.486,,6028.187,,,,,48296.194,,,,,11280.329,,,,,3477.299,,90267.866,,,,136.913,,52.224,1054.865,,,,1668.498,
KOCH ROUTE 2 TOYOTA  20150,T001T20150,NAICS,4411,,,USA,MA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,92715.818,,,,,,1282.087,,,,,,
MORGAN CITY TOYOTA  17081,T001T17081,NAICS,4411,,,USA,LA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,908.189,,3279.676,,,,,10734.789,,,,,3944.814,,,,,-124.821,,37785.812,,,,70.872,,-1618.176,565.508,,,,0.0,
LEXUS OF ATLANTIC CITY  62909,T001T62909,NAICS,4411,,,USA,NJ,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1930.16,,1463.82,,,,,8639.449,,,,,3215.983,,,,,-75.292,,45699.624,,,,168.241,,-529.992,90.102,,,,843.764,
LEXUS OF ATLANTIC CITY  62909,T001T62909,NAICS,4411,,,USA,NJ,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,46677.14,,,,,,-110.614,,,,,,
RIVERA TOYOTA OF MT KISCO  31185,T001T31185,NAICS,4411,,,USA,NY,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,759.898,,4155.435,,,,,26402.998,,,,,7251.362,,,,,25578.49,,102455.888,,,,499.344,,3497.357,309.655,,,,4501.793,
RIVERA TOYOTA OF MT KISCO  31185,T001T31185,NAICS,4411,,,USA,NY,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,94243.348,,,,,,4021.191,,,,,,
MANN TOYOTA   16062,T001T16062,NAICS,4411,,,USA,KY,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1513.895,,1562.247,,,,,11324.493,,,,,932.272,,,,,6622.243,,21305.019,,,,231.809,,23.478,137.299,,,,509.815,
MANN TOYOTA   16062,T001T16062,NAICS,4411,,,USA,KY,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,22027.282,,,,,,178.278,,,,,,
VICTORY TOYOTA  SAN BRUNO   04119,T001T04119,NAICS,4411,,,USA,CA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,23498.413,,3199.719,,,,,31276.111,,,,,7115.653,,,,,4587.081,,81327.819,,,,124.154,,2308.131,316.306,,,,2521.65,
VICTORY TOYOTA  SAN BRUNO   04119,T001T04119,NAICS,4411,,,USA,CA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,73419.067,,,,,,2300.379,,,,,,
VICTORY TOYOTA  41089  CDJR  41685  FORD  41686  DYERSBURG,T001T41089,NAICS,4411,,,USA,TN,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,3448.106,,8334.15,,,,,32653.966,,,,,11058.47,,,,,264.532,,66664.594,,,,10.627,,-593.241,288.244,,,,152.262,
VICTORY TOYOTA  41089  CDJR  41685  FORD  41686  DYERSBURG,T001T41089,NAICS,4411,,,USA,TN,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,67467.256,,,,,,-390.528,,,,,,
VISALIA HYUNDAI   54258,T001T54258,NAICS,4411,,,USA,CA,UDS 4.0,2022-02-28,USD,Thousands,Consolidated,US GAAP,Audited,Annual,674.701,,724.439,,,,,1584.283,,,,,980.791,,,,,-3311.781,,11557.384,,,,94.036,,172.564,89.04,,,,245.198,
VISALIA HYUNDAI   54258,T001T54258,NAICS,4411,,,USA,CA,UDS 4.0,2021-02-28,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,5543.66,,,,,,-398.945,,,,,,
DAMIAN LILLARD TOYOTA  36105,T001T36105,NAICS,4411,,,USA,OR,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,2008.891,,8437.63,,,,,20770.369,,,,,9148.021,,,,,11023.698,,95091.376,,,,303.865,,1231.317,143.084,,,,3540.563,
DAMIAN LILLARD TOYOTA  36105,T001T36105,NAICS,4411,,,USA,OR,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,92716.166,,,,,,2118.521,,,,,,
FINDLAY TOYOTA FLAGSTAFF  02052,T001T02052,NAICS,4411,,,USA,AZ,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,4281.773,,5148.727,,,,,20229.792,,,,,3121.173,,,,,48706.785,,90562.16,,,,490.228,,2386.66,403.226,,,,4733.81,
FINDLAY TOYOTA FLAGSTAFF  02052,T001T02052,NAICS,4411,,,USA,AZ,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,86024.631,,,,,,3699.863,,,,,,
SUBARU WORLD OF HACKETTSTOWN  29674,T001T29674,NAICS,4411,,,USA,NJ,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,398.372,,1161.669,,,,,7774.717,,,,,3059.986,,,,,357.27,,24013.554,,,,100.0,,-685.757,141.879,,,,300.394,
SUBARU WORLD OF HACKETTSTOWN  29674,T001T29674,NAICS,4411,,,USA,NJ,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,24224.328,,,,,,-481.729,,,,,,
BIGHORN TOYOTA  05046,T001T05046,NAICS,4411,,,USA,CO,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,4525.04,,6057.202,,,,,15049.227,,,,,4940.634,,,,,14666.758,,95756.767,,,,601.851,,2791.911,508.145,,,,5258.837,
BIGHORN TOYOTA  05046,T001T05046,NAICS,4411,,,USA,CO,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,83831.368,,,,,,2310.676,,,,,,
GATES HYUNDAI  16788,T001T16788,NAICS,4411,,,USA,KY,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1516.972,,6649.122,,,,,11403.617,,,,,7708.311,,,,,3171.398,,27607.397,,,,3.288,,-921.983,43.804,,,,0.0,
GATES HYUNDAI  16788,T001T16788,NAICS,4411,,,USA,KY,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,29956.344,,,,,,328.931,,,,,,
TOYOTA OF WELLESLEY  20113,T001T20113,NAICS,4411,,,USA,MA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,7181.814,,6321.082,,,,,16630.588,,,,,577.124,,,,,22891.916,,98129.169,,,,68.35,,-94.992,287.376,,,,1891.75,
TOYOTA OF WELLESLEY  20113,T001T20113,NAICS,4411,,,USA,MA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,99300.6,,,,,,2553.59,,,,,,
PERUZZI TOYOTA  37132,T001T37132,NAICS,4411,,,USA,PA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,5340.328,,6112.512,,,,,13250.618,,,,,5601.218,,,,,13518.832,,71091.179,,,,192.933,,2716.466,166.472,,,,4684.323,
PERUZZI TOYOTA  37132,T001T37132,NAICS,4411,,,USA,PA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,64183.862,,,,,,3134.325,,,,,,
MAGUIRE NISSAN OF SYRACUSE  31411,T001T31411,NAICS,4411,,,USA,NY,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,502.714,,5556.966,,,,,9300.84,,,,,6476.985,,,,,407.145,,30613.079,,,,101.454,,-140.243,115.847,,,,426.584,
MAGUIRE NISSAN OF SYRACUSE  31411,T001T31411,NAICS,4411,,,USA,NY,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,35055.267,,,,,,-85.75,,,,,,
AWESOME FORD  46728,T001T46728,NAICS,4411,,,USA,WA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,5037.164,,10879.613,,,,,19043.148,,,,,12133.251,,,,,6646.578,,45788.287,,,,287.758,,218.014,83.854,,,,1311.103,
AWESOME FORD  46728,T001T46728,NAICS,4411,,,USA,WA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,48967.728,,,,,,226.251,,,,,,
DWAIN TAYLOR CHEVROLET BUICK GMC  16965,T001T16965,NAICS,4411,,,USA,KY,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,670.837,,2674.246,,,,,4490.131,,,,,1853.977,,,,,3152.493,,20284.952,,,,-1.434,,-293.452,52.777,,,,28.223,
DWAIN TAYLOR CHEVROLET BUICK GMC  16965,T001T16965,NAICS,4411,,,USA,KY,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,20368.62,,,,,,398.12,,,,,,
TOYOTA OF GREENSBURG  37181,T001T37181,NAICS,4411,,,USA,PA,UDS 4.0,2024-12-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,2738.474,,6776.833,,,,,13491.376,,,,,8202.86,,,,,71.716,,93936.116,,,,629.497,,1227.917,308.212,,,,3503.694,
TOYOTA OF GREENSBURG  37181,T001T37181,NAICS,4411,,,USA,PA,UDS 4.0,2023-12-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,82629.161,,,,,,956.963,,,,,,
ANDERSON TOYOTA  02048,T001T02048,NAICS,4411,,,USA,AZ,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1423.86,,4427.211,,,,,12018.294,,,,,5851.069,,,,,64499.17,,105295.675,,,,464.324,,4580.671,327.904,,,,6692.38,
ANDERSON TOYOTA  02048,T001T02048,NAICS,4411,,,USA,AZ,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,109831.514,,,,,,5079.151,,,,,,
TOYOTA OF WATERTOWN  20019,T001T20019,NAICS,4411,,,USA,MA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,11630.065,,5899.568,,,,,26108.327,,,,,6936.076,,,,,11918.681,,120260.33,,,,909.447,,6263.703,448.43,,,,9558.031,
TOYOTA OF WATERTOWN  20019,T001T20019,NAICS,4411,,,USA,MA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,95153.415,,,,,,5182.132,,,,,,
RED MCCOMBS SUPERIOR HYUN  42688,T001T42688,NAICS,4411,,,USA,TX,UDS 4.0,2022-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,5912.954,,3419.461,,,,,11179.086,,,,,5367.44,,,,,0.0,,75630.233,,,,441.825,,4176.531,388.192,,,,4554.867,
RED MCCOMBS SUPERIOR HYUN  42688,T001T42688,NAICS,4411,,,USA,TX,UDS 4.0,2021-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,57425.873,,,,,,104.083,,,,,,
ANDERSON CHEVROLET  02701,T001T02701,NAICS,4411,,,USA,AZ,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,323.592,,3761.555,,,,,8333.378,,,,,3766.543,,,,,325.475,,17147.894,,,,12.526,,640.654,71.683,,,,915.504,
CONANT AUTOMOTIVE RETAIL GROUP  00699  10K 10Q,T001T00699,NAICS,4411,,,USA,TX,UDS 4.0,2024-09-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,64595.668,,219019.526,,,,,630204.284,,,,,260717.263,,,,,245351.444,,1982055.49733333,,,,3953.838666667,,64983.4,4426.365333333,,,,68755.284,
HANOVER VOLKSWAGEN  37657,T001T37657,NAICS,4411,,,USA,PA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,76.07,,3015.828,,,,,3791.397,,,,,2806.021,,,,,-690.431,,28371.215,,,,46.245,,-312.581,92.237,,,,0.0,
HANOVER VOLKSWAGEN  37657,T001T37657,NAICS,4411,,,USA,PA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,23986.797,,,,,,-984.68,,,,,,
LE MIEUX   SON TOYOTA  48005,T001T48005,NAICS,4411,,,USA,WI,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,10152.587,,6133.884,,,,,18944.852,,,,,4511.099,,,,,14481.101,,114309.887,,,,734.543,,2051.198,431.522,,,,3961.99,
LE MIEUX   SON TOYOTA  48005,T001T48005,NAICS,4411,,,USA,WI,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,106405.352,,,,,,1970.257,,,,,,
SUN HONDA  09895,T001T09895,NAICS,4411,,,USA,FL,UDS 4.0,2022-05-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,6273.932,,6121.389,,,,,24942.305,,,,,5355.544,,,,,13734.337,,92116.473,,,,224.698,,4503.367,125.129,,,,4934.34,
SUN HONDA  09895,T001T09895,NAICS,4411,,,USA,FL,UDS 4.0,2021-05-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,96244.529,,,,,,2832.608,,,,,,
VICTORY CHEVROLET BUICK  21618,T001T21618,NAICS,4411,,,USA,MI,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,2808.711,,4551.585,,,,,10712.589,,,,,5131.794,,,,,1128.453,,43053.111,,,,165.756,,-105.023,102.634,,,,709.842,
VICTORY CHEVROLET BUICK  21618,T001T21618,NAICS,4411,,,USA,MI,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,41530.942,,,,,,215.782,,,,,,
PAUL MILLER TOY CALDWELL  29107,T001T29107,NAICS,4411,,,USA,NJ,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,2507.98,,3347.223,,,,,14145.587,,,,,5207.91,,,,,3532.331,,83371.096,,,,1166.523,,1926.688,245.325,,,,1447.951,
PAUL MILLER TOY CALDWELL  29107,T001T29107,NAICS,4411,,,USA,NJ,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,80460.438,,,,,,2656.203,,,,,,
MENDENHALL TOYOTA  50011  CHEVROLET  50967  HONDA  50968,T001T50011,NAICS,4411,,,USA,AK,UDS 4.0,2023-01-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,2017.85,,3101.053,,,,,8236.868,,,,,3256.638,,,,,1970.72,,22952.103,,,,155.291,,1401.58,79.809,,,,1367.226,
MENDENHALL TOYOTA  50011  CHEVROLET  50967  HONDA  50968,T001T50011,NAICS,4411,,,USA,AK,UDS 4.0,2022-01-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,20196.395,,,,,,904.299,,,,,,
BENNETT HONDA OF LEBANON  37513,T001T37513,NAICS,4411,,,USA,PA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,906.372,,6267.112,,,,,19223.907,,,,,9661.42,,,,,0.0,,27085.135,,,,20.896,,-467.542,117.787,,,,34.466,
BENNETT HONDA OF LEBANON  37513,T001T37513,NAICS,4411,,,USA,PA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,30601.32,,,,,,726.995,,,,,,
THOUSAND OAKS TOYOTA  04167,T001T04167,NAICS,4411,,,USA,CA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,8312.01,,8975.782,,,,,26379.168,,,,,7965.288,,,,,12862.399,,155769.539,,,,1249.63,,-2375.153,654.756,,,,2535.436,
THOUSAND OAKS TOYOTA  04167,T001T04167,NAICS,4411,,,USA,CA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,141839.426,,,,,,-1149.904,,,,,,
FELIX CHEVROLET  54563,T001T54563,NAICS,4411,,,USA,CA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,2093.526,,16657.534,,,,,35430.745,,,,,21425.128,,,,,1615.326,,100501.16,,,,755.922,,-4923.283,66.17,,,,0.0,
FELIX CHEVROLET  54563,T001T54563,NAICS,4411,,,USA,CA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,83324.084,,,,,,-2773.055,,,,,,
GROOVE TOYOTA  05011,T001T05011,NAICS,4411,,,USA,CO,UDS 4.0,2024-10-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,6535.761,,13070.012,,,,,70420.462,,,,,19378.443,,,,,0.0,,285108.575,,,,1156.802,,9294.311,963.344,,,,15262.428,
GROOVE TOYOTA  05011,T001T05011,NAICS,4411,,,USA,CO,UDS 4.0,2023-10-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,269623.197,,,,,,15111.958,,,,,,
UMANSKY TOYOTA  48072,T001T48072,NAICS,4411,,,USA,WI,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,3472.217,,4294.118,,,,,39613.588,,,,,7048.275,,,,,0.0,,28553.648,,,,18.024,,1515.864,52.108,,,,2236.288,
FOSS TOYOTA,T001T49026,NAICS,4411,,,USA,WY,UDS 4.0,2021-12-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,18074.036,,785.502,,,,,20585.31,,,,,363.563,,,,,7649.608,,23748.981,,,,4.523,,203.904,8.174,,,,12452.139,
FOSS TOYOTA,T001T49026,NAICS,4411,,,USA,WY,UDS 4.0,2020-12-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,21238.002,,,,,,-266.819,,,,,,
LAFONTAINE KIA ANN ARBOR  21691,T001T21691,NAICS,4411,,,USA,MI,UDS 4.0,2021-07-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,691.007,,3937.939,,,,,6032.068,,,,,4696.12,,,,,-474.993,,24091.993,,,,61.447,,-314.086,5.9,,,,430.707,
